pmid,title,decision,evidence_scope,decision_rationale
15497944,"Polyol monoterpenes and sesquiterpene lactones from the Pacific Northwest plant Artemisia suksdorfii.",include_primary_synthesis,structure-confirmed monoterpene and sesquiterpene-lactone isolation,"Primary high-field NMR and X-ray isolation study expands class-balanced Artemisia chemical space; no antiparasitic endpoint or quantitative chemotype denominator."
10083848,"Mono- and sesquiterpenes and antifungal constituents from Artemisia species.",include_primary_synthesis,multi-species terpene isolation and antifungal assay,"Primary isolation study covers monoterpene, sesquiterpene-lactone, and triterpene-associated chemistry across three Artemisia taxa; fungal endpoints are retained as non-parasitic context."
11105585,"Triterpenoids, p-coumaric acid esters and flavonoids from Artemisia igniaria.",include_primary_synthesis,structure-confirmed triterpene isolation,"Primary spectroscopic isolation study adds specimen-bounded C30 coverage; no antiparasitic endpoint or pathway function is inferred."
4738648,"[Studies on sesquiterpenelactones. IX. Seasonal variation of chemical constitution of Artemisia feddei collected in Kochi prefecture].",include_primary_synthesis,seasonal sesquiterpene-lactone chemistry,"Primary indexed seasonal-chemistry record strengthens phenology coverage; abstract was unavailable, so compound-level direction remains pending full-text verification."
17226503,"Sesquiterpene Lactones and Other Constituents from Artemisia feddei.",include_primary_synthesis,structure-confirmed sesquiterpene-lactone isolation,"Primary abstract reports five lactones including two new guaianolides from aerial parts; no antiparasitic endpoint or abundance generalization."
9745767,"Lignans and sesquiterpene lactones from Artemisia sieversiana and Inula racemosa.",include_primary_synthesis,structure-confirmed guaianolide isolation and antifungal context,"Primary abstract reports one known and three new guaianolides from A. sieversiana; antifungal testing is retained as non-parasitic context."
1639905,"Use of high-performance liquid chromatographic peak deconvolution and peak labelling to identify antiparasitic components in plant extracts.",include_primary_synthesis,parasite-oriented analytical identification of A. absinthium sesquiterpene lactones,"Primary abstract reports tentative identification of alpha-santonin and ketopelenolid-A in methanolic A. absinthium extracts; retain as an attribution lead, not proof of compound-level efficacy or target engagement."
14355397,"[Effectiveness of the treatment of ascariasis with santonin prepared from Artemisia transiliensis].",include_primary_synthesis,historical Artemisia santonin and ascariasis treatment context,"Indexed title and MeSH terms support a bounded historical vermifuge record; no abstract or modern efficacy/safety details are available, so do not infer dose, outcome magnitude, or current clinical utility."
26995295,"Promoting Artemisinin Biosynthesis in Artemisia annua Plants by Substrate Channeling.",include_primary_synthesis,pathway-engineering and substrate-channeling context,"Primary indexed Molecular Plant letter is directly relevant to pathway organization, but the current retrieval lacks an abstract; full-text verification is required before quantitative or compartment-specific claims."
32665907,"Transformation of Amorphadiene Synthase and Antisilencing P19 Genes into Artemisia annua L. and its Effect on Antimalarial Artemisinin Production.",include_primary_synthesis,ADS/P19 transformation and artemisinin production,"Primary open-access study reports PCR/sequencing confirmation, HPLC artemisinin measurements, and enhanced engineered-leaf/hairy-root levels; engineered A. annua results do not establish native pathway conservation or parasite efficacy."
39732992,"Dynamic transcriptomics unveils parallel transcriptional regulation in artemisinin and phenylpropanoid biosynthesis pathways under cold stress in Artemisia annua.",include_primary_synthesis,cold-stress transcriptomics and metabolite dynamics,"Primary open-access study directly informs environment-by-pathway regulation; duration-dependent precursor accumulation and correlated phenylpropanoid responses prevent a simple artemisinin-causality or cross-species inference."
40017245,"A Comprehensive Review on the Antimicrobial Activity of the Genus Artemisia, Artemisinin, and its Derivatives",include_review_context,"2025 synthesis of Artemisia, artemisinin, semisynthetic derivatives, and broad antimicrobial claims","Relevant review context for the malaria and non-malaria sections; retain primary assay and clinical sources for quantitative efficacy, target, safety, and translation claims."
41169142,"Botanical Anthelmintics: A Trending Approach to Control Gastrointestinal Diseases in Ruminants",include_review_context,"2025/2026 ruminant botanical-anthelmintic synthesis explicitly including Artemisia absinthium","Relevant review context for wormwood vermifuge evidence; do not treat its broad phytochemical or mechanism statements as standardized A. absinthium terpene efficacy or human-use evidence."
40334250,"The plant matrix of Artemisia annua L. for the treatment of malaria: Pharmacodynamic and pharmacokinetic studies",include_primary_synthesis,"plant-matrix malaria pharmacology, host transporter, and pharmacokinetic evidence","Primary preclinical study directly informs the malaria matrix hypothesis; retain its murine/rat/Caco-2 boundaries and do not recode greater extract activity as single-terpene or clinical evidence."
32585887,"Bioactive Compounds, Pharmacological Actions, and Pharmacokinetics of Wormwood (Artemisia absinthium)",include_review_context,"species-focused wormwood phytochemistry, anthelmintic context, pharmacokinetics, and toxicity review","Relevant review context for the vermifuge and safety sections; use primary studies for quantitative activity and exposure claims."
32055724,"Anthelminthic medicinal plants in veterinary ethnopharmacology: A network meta-analysis following the PRISMA-P and PROSPERO recommendations.",include_review_context,"veterinary botanical-anthelmintic network meta-analysis","Retain the cross-plant and heterogeneous design limits; it does not supply an A. absinthium terpene-specific pooled effect."
10725394,"Alpha-thujone (the active component of absinthe): gamma-aminobutyric acid type A receptor modulation and metabolic detoxification.",include_primary_safety,"alpha-thujone mammalian neurotoxicity, GABA-A modulation, and detoxification","Primary mechanistic safety source; historical anthelmintic wording is not a modern parasite assay or parasite-target result."
41990923,"Differential synergistic antimalarial effects of an A. annua extract on artemisinin via host pharmacokinetic modulation.",include_primary_synthesis,"stage-dependent A. annua extract/artemisinin malaria matrix and host-PK evidence","Primary study directly informs the conditional matrix/PK hypothesis; it is already represented in the package and should remain bounded to the reported Pf3D7/P. yoelii models."
38764794,"HPLC separation and in vitro antimalarial studies of Artemisia annua plants from two different origins: Cameroon versus Luxembourg.",include_primary_synthesis,"origin-dependent A. annua infusion chemistry and malaria surrogate assay","Primary open-access study supports origin- and matrix-dependent antimalarial phenotype; no terpene-specific attribution or clinical equivalence."
35431419,"Exogenous Strigolactone (GR24) Positively Regulates Growth, Photosynthesis, and Improves Glandular Trichome Attributes for Enhanced Artemisinin Production in Artemisia annua.",include_primary_synthesis,"strigolactone perturbation, glandular trichomes, and artemisinin production","Primary A. annua production study; retain hormone dose, tissue, and species boundaries and do not convert yield to parasite efficacy."
